school.id,school.name,teachers.n,teachers.ftte
2575,Heretaunga Intermediate,24,23.32
2578,Hiruharama School,7,6.6
2581,Ilminster Intermediate,25,25.2
2582,Irongate School,20,19.4
2584,Kaiti School,17,15.52
2585,Kereru School,2,2
2587,Kotemaori School,1,1
2588,Kowhai School,18,15.44
2589,Kumeroa-Hopelands School (Renumbered - cont in merger)),.,
2590,Lucknow School,18,15.34
2592,Mahora School,17,16.65
2593,Makaraka School,5,4.8
2594,Makarika School,4,2.6
2595,Makauri School,10,10
2596,Mangaorapa School,3,2.1
2597,Mangapapa School,29,26.7
2599,Mangateretere School,6,5.06
2600,TKKM o Mangatuna,2,2.4
2602,Manutuke School,15,14.2
2604,Maraenui Bilingual School (Napier),15,13.2
2606,Marewa School,14,13.8
2609,Mata School,1,1
2611,Matawai School,5,5
2612,Mayfair School,15,13.64
2613,Meeanee School,3,2.64
2616,Motu School,2,1.3
2617,Muriwai School,4,3.32
2618,Napier Central School,14,13.5
2619,Napier Intermediate,22,19.4
2620,Nelson Park School,25,21.64
2621,Ngatapa School,2,2
2622,Norsewood and Districts School,10,6.2
2624,Nuhaka School,6,5.26
2625,Ohuka School,1,1
2626,Omahu School,5,3.98
2627,Omakere School,4,3.5
2628,Onekawa School,26,23.53
2629,Ongaonga School,8,7
2631,Ormond School,8,6.5
2634,Otane School,5,4
2636,Oueroa School,2,1.68
2637,Paki Paki School,4,3.6
2638,Pakowhai School,4,2.72
2640,Papatawa School,2,1.4
2641,Parkvale School,27,23.8
2642,Patoka School,5,3.7
2643,Patutahi School,2,2
2644,Peterhead School,27,25.5
2646,Porangahau School,2,1.5
2647,Porritt School,16,15.2
2648,Port Ahuriri School,15,12
2649,Potaka School,3,3
2650,Poukawa School,5,4.8
2651,Pukehamoamoa School,6,5.14
2652,Pukehou School,7,6.5
2654,Puketapu School (Hawkes Bay),14,11.9
2657,Putere School,2,1.3
2658,Putorino School,2,1.3
2659,TKKM o Tapere-Nui-A-Whatonga,3,2.24
2662,Raureka School,15,13
2663,Reignier Catholic School,14,12.9
2664,Rere School,2,2
2665,Richmond School (Napier),8,6.8
2666,Rissington School (Closed),.,
2667,Riverdale School (Gisborne),15,14.66
2668,Riverslea School,3,3
2669,Ruahine School,10,9.36
2672,Sherenden and Districts School,2,2
2673,Sherwood School (Hawkes Bay),3,2.52
2676,St Joseph's School (Dannevirke),7,6.3
2677,St Joseph's School (Hastings),10,9
2678,St Joseph's School (Waipukurau),9,6.6
2679,St Joseph's School (Wairoa),7,7
2680,St Mary's Catholic School (Gisborne),15,13.2
2681,St Mary's School (Hastings),17,15.1
2684,Takapau School,8,6.7
2685,Tamatea Intermediate,25,23.68
2686,Tamatea School,11,10.2
2687,Taradale Intermediate,33,30.1
2688,Taradale School,30,26.69
2689,Tareha School,1,1
2691,Te Awa School,10,9.1
2692,Te Hapara School,22,19
2694,Te Hauke School (Closed),.,
2695,Te Karaka School,1,1
2697,Te Mata School (Havelock North),29,27.8
2698,Te Pohue School,4,3.8
2699,Te Puia Springs School,3,2.6
2701,Te Wharau School (Gisborne),25,23.9
2702,The Terrace School (Waipukurau),12,10.6
2703,Tikitiki School,4,2.74
2704,Tikokino School,4,3.5
2705,Tiniroto School,3,2.3
2706,Hatea-A-Rangi,3,2.6
2710,Tutira School,3,2.5
2711,Twyford School,9,8.4
2712,Waerenga-O-Kuri School,3,2.4
2715,Waikirikiri School,14,12.6
2718,Waimarama School,3,2.1
2719,Waimata Valley School,.,
2721,Wainui Beach School,15,11.4
2722,Waipaoa Station School,2,1.28
2723,Waipawa School,21,18.38
2724,TKKM o Waipiro,1,1
2725,Waipukurau School,14,13.9
2732,Weber School,3,3
2733,Westshore School,7,5.8
2736,Whangara School,4,3.6
2739,Whatatutu School,3,2.5
2742,Woodville School,10,9
2745,St Patrick's School (Napier),19,18.4
2746,Kimi Ora Community School,7,6.4
2800,Akitio School,1,1
2801,Alfredton School,3,2.5
2802,Arakura School,13,11.3
2803,Avalon School,11,11
2805,Ballance School,3,2.4
2806,Bellevue School (Newlands),18,16.52
2807,Belmont School (Lower Hutt),21,18.7
2808,Berhampore School,17,12.3
2810,Birchville School,14,12.6
2811,Blenheim School,11,9.2
2812,Bohally Intermediate,33,32.3
2813,Boulcott School,19,16.9
2814,Brandon Intermediate,16,14.48
2816,Brooklyn School (Wellington),26,22.3
2818,Cannons Creek School,12,11.6
2819,Cardinal McKeefry School (Wilton),8,6.2
2820,Carterton School,22,20.14
2821,Cashmere Avenue School,21,17.7
2823,Crofton Downs Primary School,8,6.7
2824,Churton Park School,25,23.46
2826,Clifton Terrace Model School,5,4
2827,Clyde Quay School,13,11.94
2828,Corinna School,18,15.84
2831,Dalefield School,5,3.7
2832,Discovery School,24,20.36
2833,Dyer Street School,18,15.7
2834,Eastern Hutt School,43,34.98
2835,Eketahuna School,6,5.1
2836,Epuni School,7,6.2
2837,Evans Bay Intermediate,24,22.6
2838,Fairfield School (Levin),21,19.1
2839,Fairhall School,10,9.9
2840,Featherston School,10,7.5
2841,Fergusson Intermediate (Trentham),20,18.6
2842,Fernlea School,15,14.4
2843,Fernridge School,15,10
2844,Fraser Crescent School,13,12.3
2845,Gladstone School (Masterton),7,6.4
2846,Pukeatua Primary School (Wainuiomata),16,16
2847,Glenview School (Porirua East),7,6.2
2848,Gracefield School,13,12.4
2849,Greenacres School,11,9.06
2850,Greytown School,18,15.8
2851,Grovetown School,4,2.6
2852,Hampton Hill School,12,10.34
2854,Hataitai School,15,14.4
2855,Havelock School,4,4
2856,Hillcrest School (Pahiatua),5,3.05
2859,Holy Family School (Porirua),14,11.9
2861,Houghton Valley School,12,10.18
2862,Hutt Central School,22,19.5
2863,Hutt Intermediate,36,32.48
2865,Island Bay School,28,22.61
2866,Johnsonville School,23,20.44
2867,West Park School,21,18
2868,Kahutara School,6,5.1
2871,Kapanui School,28,24.8
2872,Mahinawa Specialist School and Resource,14,13
2873,Kapiti School,15,13
2874,Karori Normal School,44,39.12
2875,Karori West Normal School,29,24.7
2876,Kelburn Normal School,20,17.36
2877,Kelson School,13,11.72
2878,Kenakena School,28,23.5
2879,Khandallah School,25,21.92
2880,Kilbirnie School,14,12.6
2882,Koputaroa School,11,8.7
2883,Korokoro School,9,7.6
2884,Koromiko School,3,2.5
2886,Levin East School,26,22.36
2887,Levin Intermediate,30,28.4
2888,Levin North School,16,14.6
2889,Levin School,12,9.9
2890,Linden School,8,7
2891,Linkwater School,4,2.8
2892,Lyall Bay School,20,19.2
2893,Maidstone Intermediate,31,30.4
2894,Makara Model School,2,1.6
2895,Makuri School,2,1.51
2896,Manakau School,4,2.75
2897,Mangamaire Country School,4,2.7
2899,Mangaroa School,6,6
2900,Mangatainoka School,4,2.6
2902,Maoribank School,8,7.3
2903,Maraeroa School,15,12.08
2904,Holy Cross School (Miramar),11,10.56
2906,Martinborough School,12,10.44
2909,Masterton Intermediate,23,21.2
2911,Mauriceville School,3,2.4
2912,Mayfield School (Blenheim),6,5.4
2915,Miramar Central School,21,18.8
2916,Miramar North School,14,13.3
2917,Miramar South School,9,7.97
2918,Mt Cook School (Wellington),18,17.3
2920,Muritai School,25,23.1
2921,Naenae Intermediate,26,23.98
2922,Naenae School,12,10.5
2923,Natone Park School,6,5.6
2924,Newlands Intermediate,23,20.14
2925,Newlands School,14,13.32
2926,Newtown School,14,13.2
2927,Ngaio School,31,25.92
2928,Ngati Toa School,8,7.7
2930,Normandale School,7,6.2
2931,Northland School,20,18.24
2933,Ohau School,11,10.4
2936,Opaki School,9,8.4
2937,Opiki School,8,7.7
2938,Otaki Health Camp School,3,2.6
2939,Otaki School,16,15.2
2941,Our Lady of Rosary School (Waiwhetu),16,12.2
2942,Owhiro Bay School,10,8.7
2943,Oxford Crescent School,18,15.21
2944,Paekakariki School,10,10
2945,Pahiatua School,12,10.8
2946,Papakowhai School,18,16.4
2947,Paparangi School,9,7.94
2948,Paraparaumu Beach School,31,29.7
2949,Paraparaumu School,9,9
2950,Paremata School,25,22.46
2953,Pauatahanui School,13,9.8
2955,Petone Central School,10,9.89
2956,Picton School,8,6.72
2957,Pinehaven School,13,11.48
2958,Pirinoa School,3,2.4
2959,Plateau School,8,7.8
2960,Plimmerton School,35,29.68
2961,Pomare School,12,10.8
2962,Pongaroa School,5,3.8
2963,Porirua East School,16,15.2
2964,Porirua School,11,11
2965,Poroutawhao School,7,6.69
2966,Postgate School,19,16.56
2967,Pukerua Bay School,10,9.3
2968,Maungaraki School,17,14.2
2969,Randwick School,14,11.7
2970,Rangikura School,19,19.8
2971,Rapaura School,7,6.2
2972,Raroa Normal Intermediate,34,30.7
2973,Rata Street School,24,22.7
2974,Raumati Beach School,43,37.7
2975,Raumati South School,23,21.4
2976,Redwood School (Tawa),22,19.4
2977,Redwoodtown School,15,14.62
2978,Renwick School,22,20.79
2979,Rewa Rewa School,11,9.6
2980,Ridgway School,14,12.1
2981,Riverlands School,13,11.36
2982,Roseneath School,9,7.5
2983,Russell School (Porirua East),9,8.3
2984,Sacred Heart School (Petone),11,8.29
2985,Sacred Heart School (Thorndon),11,10.35
2986,San Antonio School (Eastbourne),3,2.5
2987,Seatoun School,21,18.9
2988,Seddon School,8,6.64
2989,Shannon School,10,9.4
2990,Silverstream School,26,23.38
2991,Solway School,16,10.7
2992,South End School,10,8.3
2993,South Featherston School,4,4
2994,South Wellington Intermediate,15,13.95
2995,Spring Creek School,3,2.6
2996,Springlands School,22,21.4
2997,St Annes School (Newtown),12,10.6
2998,St Anthony's School (Pahiatua),8,7.5
2999,St Anthony's School (Seatoun),9,7.16
3000,St Benedict's School (Khandallah),15,14.6
3001,St Bernadette's School (Naenae),10,7.9
3002,St Bernard's School (Brooklyn),4,3.8
3004,St Brendan's School (Heretaunga),16,14.21
3005,St Brigids School (Johnsonville),18,16
3006,St Francis De Sales School (Is.Bay),15,14.4
3007,St Francis Xavier School (Tawa),11,8.3
3008,St Joseph's School (Levin),11,8.64
3009,St Joseph's School (Picton),4,3
3011,St Joseph's School (Upper Hutt),21,18.9
3012,St Mary's School (Blenheim),16,14.12
3013,St Mary's School (Carterton),7,5.32
3015,St Michael's School (Taita),12,8.65
3016,St Patrick's School (Masterton),18,15.22
3017,St Patrick's School (Paraparaumu),7,7
3018,St Claudine Thevenet School,19,15.9
3019,St Patrick's School (Kilbirnie),6,5.2
3020,St Peter Chanel School (Otaki),3,2.84
3021,Sts Peter and Paul School (L.Hutt),21,19.8
3022,St Pius X School (Titahi Bay),7,6.35
3023,St Teresa's School (Featherston),7,7
3024,St Teresa's School (Karori),13,11.2
3025,St Theresa's School (Plimmerton),12,9.5
3027,Strathmore Community School,4,4
3029,Tairangi School,11,10.2
3030,Taita Central School,11,10.4
3031,Avalon Intermediate,23,20.4
3032,Taitoko School,10,9.5
3034,Tawa Intermediate,27,25.8
3035,Tawa School,20,17.6
3036,Tawhai School,16,15.5
3037,Te Aro School,18,15.5
3038,Te Horo School (Otaki),11,8.8
3040,Thorndon School,15,14.54
3041,Tinui School,4,3.6
3042,Tiraumea School,2,1.3
3043,Titahi Bay Intermediate,10,10
3044,Titahi Bay North School,10,8.12
3045,Titahi Bay School,19,17.9
3046,Tokomaru School,4,3
3048,Totara Park School,15,12.26
3050,Tua Marina School,8,6.3
3051,Tui Glen School,8,7.8
3052,Tuturumuri School,2,2
3053,Upper Hutt School,30,26.81
3055,Wadestown School,19,17.05
3056,Waikanae School,24,21.9
3057,Waikawa Bay School,5,5
3059,Wainuiomata Primary School,22,20.1
3060,Wainuioru School,6,5.02
3062,Wairau Valley School (Blenheim),4,3.5
3064,Waitaria Bay School,2,1.8
3065,Waitohu School,13,12.3
3067,Ward School,3,3
3068,Waterloo School,28,27.3
3070,Whareama School,3,2.4
3071,Whitney Street School,16,13.28
3072,Wilford School,18,16.41
3073,Otari School,16,11.8
3074,Windley School,27,26.3
3075,Witherlea School,19,17.03
3077,Worser Bay School,11,10.4
3100,TKKM o Te Hiringa,5,4.6
3101,Te Kura-a-iwi o Whakatupuranga Rua Mano,14,13.2
3102,TKKM o Waiuku,2,2
3103,TKKM o Hurungaterangi,6,6
3104,TKKM o Te Kotuku,4,3.4
3106,TKKM o Whangaroa,8,8
3107,TKKM o Te Ara Hou,23,21.46
3113,Te Wharekura o Manurewa,7,6.6
3114,TKKM o Pukemiro,7,7
3115,Te Wharekura o Te Rau Aroha,10,9.4
3117,TKKM o Te Tonga o Hokianga,9,8.32
3118,Te Kura o Nga Iwi e Toru ki Taumarunui,2,2
3119,TKKM o Kawakawa mai Tawhiti,15,13.11
3180,Appleby School,8,7.5
3181,Auckland Point School,5,3.9
3182,Birchwood School,16,14.04
3183,Brightwater School,16,14.8
3184,Broadgreen Intermediate,29,28
3185,Brooklyn School (Motueka),7,6.2
3186,Canvastown School,3,2.4
3187,Clifton Terrace School,13,11.5
3188,Dovedale School,3,2.6
3189,Enner Glynn School,19,15.62
3192,Granity School,3,2.6
3193,Hampden Street School,20,18.1
3194,Henley School (Nelson),34,29.16
3195,Hira School,6,4.73
3196,Hope School,7,5.18
3198,Inangahua Junction School,1,1
3199,Lake Rotoiti School,3,2
3200,Lower Moutere School,10,8.7
3201,Mahana School,4,3.6
3202,Maitai School,11,10.3
3203,Mapua School,15,13.3
3204,Maruia School,2,1.6
3206,Motueka South School,23,19.62
3207,Motupipi School,7,6.1
3208,Nayland Primary School,23,19.46
3209,Nelson Central School,27,25.4
3210,Nelson Intermediate,25,22.21
3212,Ngatimoti School,5,5
3213,Parklands School (Motueka),21,17.2
3214,Ranzau School,7,6.5
3216,Richmond School (Nelson),29,25.8
3217,Riwaka School,9,8.4
3219,Sacred Heart School (Reefton),3,1.62
3220,St Canices School (Westport),11,8.56
3221,St Joseph's School (Nelson),21,17.54
3222,St Peter Chanel School (Motueka),4,3.6
3223,Stoke School,14,11.1
3224,Tahunanui School,15,15
3225,Central Takaka School,3,2.5
3226,Takaka Primary School,10,9.46
3228,Tasman School,5,4.7
3229,Upper Moutere School,10,8.08
3231,Victory Primary School,34,24.74
3232,Waimangaroa School,2,1.4
3233,Waimea Intermediate,31,28.76
3234,Wakefield School,16,14.96
3235,Westport North School,16,13.62
3236,Westport South School,17,15.6
3270,Sacred Heart School (Christchurch),9,7.82
3271,Addington School,24,19.6
3273,Albury School,3,2.5
3274,Allenton School,20,16.98
3275,Allenvale Special School & Res. Centre,32,30.6
3276,Amberley School,14,11.25
3278,Aorangi School (Christchurch) (Renumbered - continuing school),.,
3279,Aranui School (Christchurch),11,11
3280,Arowhenua Maori School,3,3
3281,Ashburton Borough School,20,17.14
3282,Ashburton Intermediate,22,21.7
3283,Ashburton Netherby School,7,7
3284,Ashgrove School,26,24.5
3285,Ashley School,9,8.2
3286,Avondale School (Christchurch),29,25.72
3287,Avonhead School,28,25.4
3288,Bamford School,7,6.2
3289,Banks Avenue School,32,28.62
3290,Barrytown School,2,1.5
3291,Beckenham School,22,21.71
3292,Belfast School,29,25.64
3293,Bishopdale School,13,12.8
3295,Blaketown School,5,4.8
3298,Branston Intermediate,16,15.4
3299,Breens Intermediate,16,15.5
3301,Broadfield School,7,6.5
3302,Bromley School,22,16.9
3303,Broomfield School,7,6.2
3304,Burnham School,11,9.65
3305,Burnside Primary School,17,15.78
3306,Burwood School,25,21.8
3307,Cannington School,3,2.4
3308,Carew Peel Forest School,5,3.8
3309,Casebrook Intermediate,24,23.4
3310,Cashmere Primary School,29,23.39
3311,Central New Brighton School,9,9
3313,Chertsey School,2,2
3314,Chisnallwood Intermediate,42,40.1
3316,Christ The King School (Burnside),19,15.88
3317,Christchurch East School,27,24.26
3318,Christchurch South Intermediate,28,27.12
3321,Clarkville School,11,10.2
3322,Cobden School,10,8.7
3323,Cobham Intermediate,40,37
3324,Cotswold School,31,26.6
3325,Cust School,8,6.7
3326,Darfield School,17,14.8
3327,Diamond Harbour School,7,6.37
3329,Dorie School,4,3.6
3331,Dunsandel School,8,7.1
3332,Duvauchelle School,3,2.5
3334,Elmwood Normal School,31,27.4
3335,Fairlie School,8,7.2
3336,Fairton School,3,2.5
3338,Fendalton Open Air School,32,27.17
3339,Ferndale School (Christchurch),24,21.4
3340,Fernside School,14,11.4
3342,Fox Glacier School,4,2.4
3343,Franz Josef Glacier School,3,2.44
3344,Freeville School,18,15.51
3346,Gilberthorpe School,6,6
3347,Gleniti School,16,14.76
3348,Glenavy School,5,4.8
3349,Glenelg Health Camp School,3,3
3350,Glenmoor School,5,4.5
3352,Glentunnel School,8,5.16
3354,Governors Bay School,7,5.05
3357,Greendale School,4,2.46
3358,Greenpark School (Christchurch),3,2.4
3359,Greta Valley School,5,3.78
3361,Greymouth Main School,20,18.3
3363,Haast School,2,1.4
3366,Halswell School,37,31.08
3367,Hampstead School,18,16.36
3368,Hanmer Springs School,7,5.3
3369,Hapuku School,5,2.76
3370,Harewood School,12,10.7
3371,Heathcote Valley School,16,14.6
3372,Heaton Normal Intermediate,38,33.34
3373,Highfield School,16,14.9
3375,Hinds School,16,11.78
3376,Hokitika School,12,11.3
3379,Hoon Hay School,27,22.09
3380,Hornby Primary School,10,10
3381,Hororata School,5,4.51
3384,Ilam School,27,25.06
3385,Isleworth School,14,12.69
3386,Jacobs River School,2,1.5
3387,Kaingaroa School (Chatham Islands),1,1
3388,Kaiapoi Borough School,34,32.14
3389,Kaiapoi North School,31,28.6
3391,Kaikoura Primary School,8,7.64
3392,Kaikoura Suburban School,5,4.08
3393,Kaniere School,9,7.45
3394,Karoro School,10,8.7
3395,Kendal School,8,5.82
3396,Kirkwood Intermediate,28,24.26
3397,Kirwee Model School,9,7.8
3398,Kokatahi-Kowhitirangi School,5,3.5
3401,Kumara School,3,2.4
3402,Ladbrooks School,6,6
3406,Lake Tekapo School,1,1
3407,Lauriston School,7,5.9
3408,Le Bons Bay School,3,2.1
3410,Leeston School,18,15.87
3411,Leithfield School,7,6.4
3412,Lincoln Primary School,32,27.8
3413,Linwood Avenue School,24,20.4
3414,Linwood Intermediate,16,12.36
3415,Linwood North School,13,11.6
3418,Little River School,7,4.92
3419,Loburn School,10,8.2
3420,Lowcliffe School,3,2.5
3422,Lynton Downs School,2,1.5
3423,Lyttelton Main School,8,8
3424,Lyttelton West School,7,7
3425,Mairehau School,28,23.94
3426,Makikihi School,3,2.2
3427,Manning Intermediate,13,11.02
3429,Marshland School,13,11.34
3432,Mayfield School (Mid-Canterbury),6,4.9
3433,McKenzie Residential School,8,7.69
3434,Merrin School,17,15.16
3436,Methven School,15,12.15
3440,Morven School,2,1.5
3441,Mt Somers Springburn School,6,6
3442,Aoraki Mount Cook School,2,1.32
3443,Mt Pleasant School,25,18.98
3445,New Brighton Catholic School (Chch),11,9.14
3447,North Loburn School,6,6
3448,North New Brighton School,16,13.18
3449,Northcote School (Christchurch),11,9.13
3450,Oaklands School,24,22.4
3451,Ohoka School,15,12.92
3452,Okains Bay School,2,1.4
3454,Omihi School,3,2.6
3455,Opawa School,28,26
3460,Our Lady of Fatima School (Chch),15,13.36
3461,Our Lady of Assumption School (Chch),16,13.8
3462,Our Lady of Snows School (Methven),5,4
3463,Our Lady of Victories,11,11
3464,Ouruhia Model School,8,5.9
3466,Papanui School,12,9.7
3467,Paparoa Street School,32,27.2
3470,Parkview School,20,18.62
3472,Paroa School (Greymouth),11,9.46
3474,Phillipstown School,27,24.03
3476,Pitt Island School,2,1.2
3477,Pleasant Point Primary School,14,12.2
3478,Prebbleton School,21,16.74
3479,Queenspark School,30,28.14
3480,Rakaia School,7,7
3481,Rangiora Borough School,36,31.6
3483,Redcliffs School,25,21.7
3484,Redwood School (Christchurch),23,20
3485,Riccarton School,12,10.48
3486,Richmond School (Christchurch),4,4
3488,Rolleston School,35,31.6
3489,Ross School,2,1.5
3490,Rotherham School,4,2.6
3492,Rowley Avenue School,7,6.26
3493,Roydvale School,23,15.71
3495,Runanga School,12,11.29
3496,Russley School,26,21.14
3498,Sacred Heart School (Timaru),10,8
3501,Sefton School,6,5.36
3502,Sheffield Contributing School,6,4.5
3503,Shirley Intermediate,19,17.6
3504,Shirley School,15,13.68
3505,Sockburn School,12,9.9
3506,Somerfield School,27,23.9
3507,South Hornby School,18,17.8
3508,South New Brighton School,29,26.2
3509,Southbridge School,12,10.3
3510,Southbrook School,20,16
3512,Spreydon School,20,16.9
3515,Springfield School,3,2.4
3516,Springston School,10,8.4
3517,St Albans Catholic School (Christchurch),5,4.8
3518,St Albans School,34,30.6
3519,St Andrew's School (Timaru),8,6.8
3520,St Anne's School (Woolston),10,8.4
3521,St Bernadette's School (Hornby),9,8.1
3523,St James School (Aranui),8,6.8
3525,St Joseph's School (Lyttelton) (Closed),.,
3527,St Joseph's School (Ashburton),14,10.35
3528,St Joseph's School (Pleasant Point),5,5
3529,St Joseph's School (Fairlie),5,3.8
3530,St Joseph's School (Kaikoura),6,5.1
3531,St Joseph's School (Papanui),22,20.15
3532,St Joseph's School (Temuka),5,5
3533,St Joseph's School (Timaru),13,9.74
3534,St Martin's School,31,30.6
3535,St Mary's School (Christchurch),10,6.36
3536,St Mary's School (Hokitika),9,8.1
3537,St Patrick's School (Bryndwr),12,9.56
3538,St Patrick's School (Greymouth),7,6.2
3539,St Patrick's School (Waimate),4,3.6
3540,St Patrick's School (Kaiapoi),10,7.98
3541,St Paul's School (Dallington),18,14.44
3542,St Peter's School (Beckenham),12,8.5
3543,St Teresa's School (Riccarton),9,8.1
3544,Star of the Sea School (Christchurch),10,6.6
3546,Sumner School,27,22.6
3547,Swannanoa School,15,11.66
3549,Tai Tapu School,18,16.41
3553,Te One School,6,4.7
3554,Waitaha Learning Centre,9,8.96
3555,Templeton School,19,18.2
3557,Thorrington School,22,20.6
3561,Tinwald School,15,12.4
3563,Tuahiwi School,9,8.55
3565,View Hill School,3,2.5
3566,Waiau School,4,4
3567,Waihao Downs School,6,4.46
3568,Waihaorunga School (Closed),.,
3569,Waikari School,3,4
3570,Waikuku School,6,6
3571,Waimairi School,27,24.1
3572,Waimataitai School,25,20.5
3573,Waimate Centennial School,8,7.2
3574,Waimate Main School,4,3.8
3575,Wainoni School,13,11.3
3576,Waipara School,6,5.4
3577,Wairakei School (Christchurch),18,12.86
3579,Waituna Creek School,4,2.4
3580,Wakanui School,4,3.6
3581,Waltham School,10,8.64
3585,Weedons School,10,8.8
3586,West Eyreton School,9,7.9
3587,West Melton School,15,12.7
3588,West Spreydon School,16,14.14
3589,Westburn School,32,24.36
3591,Wharenui School,12,12
3592,Whataroa School,5,3.54
3594,Longbeach School,9,8.2
3596,Windsor School (Christchurch),34,30.7
3597,Windwhistle School,4,2.34
3598,Woodbank School,2,1.3
3599,Woodbury School,3,2.5
3600,Woodend School,17,16
3601,Woolston School,16,16
3602,Yaldhurst Model School,8,7.64
3700,Abbotsford School,15,13.9
3701,Alexandra School,12,10.82
3703,Andersons Bay School,14,12.9
3704,Ardgowan School,4,3.6
3706,Arthur Street School,9,9
3707,Fenwick School,15,13.05
3709,Balaclava School,14,11.9
3710,Balclutha School,17,15.22
3711,Balmacewen Intermediate,27,24.74
3716,Bradford School,6,5.8
3717,Brighton School (Renumbered - continuing school),.,
3718,Broad Bay School,3,2.5
3719,Brockville School,12,10.6
3722,Caversham School,10,9.76
3723,Clinton School,5,5
3724,Clutha Valley School,7,7
3725,Clyde School,8,7.4
3726,College Street School,11,11
3727,Concord School,5,5
3728,Corstorphine School (Closed),.,
3729,Cromwell Primary School,14,10.12
3731,Dunedin North Intermediate,16,13.26
3732,Duntroon School,5,4.29
3733,East Taieri School,19,15.7
3736,Fairfield School (Dunedin),25,19.56
3737,Pembroke School (Oamaru),16,14.7
3738,Five Forks School,3,2.4
3739,Flagswamp School,2,1.6
3740,George Street Normal School,29,26.51
3741,Goldfields School (Cromwell),14,11.7
3742,Grants Braes School,9,9
3743,Green Island School,10,9.62
3745,Halfway Bush School,5,4.2
3746,Hampden School,4,3.4
3747,Hawea Flat School,8,8
3749,Heriot School,5,4.8
3750,High Street School (Closed),.,
3753,Kaikorai School,17,14.76
3754,Kaitangata School,7,6.3
3755,Kakanui School,4,2.66
3756,Karitane School,2,1.3
3761,Lee Stream School,3,2.4
3762,Macandrew Bay School,12,9.2
3763,Macandrew Intermediate,11,10.2
3764,Macraes Moonlight School,3,1.9
3765,Maheno School,4,3.4
3767,Makarora Primary School,2,1.2
3768,Maori Hill School,13,12
3771,Millers Flat School,3,2.54
3772,Milton School,8,7.8
3776,Mornington School,14,13.02
3778,Elmgrove School,22,20.38
3779,Musselburgh School,9,8.72
3783,North East Valley Normal School,13,10.02
3784,Oamaru Intermediate,17,15.62
3785,Oamaru North School,14,11.15
3787,Ocean View School (Closed),.,
3788,Omakau School,3,2.5
3789,Omarama School,4,2.4
3790,Opoho School,7,6.2
3793,Otepopo School (Closed),.,
3795,Outram School,16,11.7
3796,Paerau School,2,1.4
3797,Palmerston School,6,6
3798,Papakaio School,6,6
3801,Pine Hill School (Dunedin),3,2.92
3802,Poolburn School,3,2.5
3803,Port Chalmers School,8,7.86
3805,Portobello School,7,5.45
3807,Purakanui School,2,1.7
3808,Ravensbourne School,3,2.54
3810,Calton Hill School,5,4.04
3811,Romahapa School,3,2.4
3812,Rosebank School (Balclutha),18,16.9
3813,Rotary Park School,5,4.64
3814,Health Camp School (Otago-Southland),4,3.8
3815,Sacred Heart School (Dunedin),5,3.68
3816,Sara Cohen School,17,14.3
3817,Sawyers Bay School,6,5.2
3819,St Bernadette's School (Forbury),8,7.5
3820,St Brigids School (Tainui),9,6.15
3822,St Francis Xavier School (Mornington),7,6.24
3823,St Gerard's School (Alexandra),8,7
3824,St John's School (Ranfurly),5,3.66
3825,St Joseph's School (Oamaru),11,9.76
3826,St Joseph's School (Balclutha),6,3.68
3827,St Joseph's Cathedral School,8,8
3828,St Joseph's School (Port Chalmers),3,2.6
3829,St Leonard's School (Dunedin),5,3.8
3830,St Mary's School (Dunedin),3,2.5
3831,St Mary's School (Milton),7,6.08
3832,St Mary's School (Mosgiel),11,9.4
3833,St Patrick's School (Dunedin),3,2.5
3834,St Peter Chanel School (Green Island),5,4.84
3835,St Clair School,21,18.15
3836,Stirling School,3,2.4
3837,Strath Taieri School,4,3.8
3838,Tahakopa School,2,1.3
3839,Tahuna Normal Intermediate,27,26
3840,Taieri Beach School,2,1.8
3841,Tainui School,14,13.3
3842,Tapanui School,6,5.1
3843,Tarras School,2,2
3844,The Terrace School (Alexandra),22,20.31
3845,Tokoiti School,4,3.1
3846,Tomahawk School (Closed),.,
3847,Totara School,5,3.94
3850,Waihola District School,4,2.68
3851,Waikoikoi School,3,2.2
3852,Waikouaiti School,6,5.86
3855,Waitahuna School,5,2.78
3857,Waitati School,4,2.77
3858,Waiwera South School,5,3.8
3859,Wakari School,24,21
3860,Waldronville School (Closed),.,
3861,Warepa School,5,3.6
3862,Warrington School,4,3.6
3864,Weston School,12,11
3930,Arrowtown School,27,22.87
3932,Balfour School,4,3.6
3933,Blackmount School,2,1.2
3935,Hillside Primary School,4,2.2
3938,Hauroko Valley Primary School,5,3.66
3943,Dipton School,7,4.44
3946,East Gore School,11,7.86
3947,Edendale School (Southland),8,7.2
3953,Garston School,3,2.6
3954,Glenham School,2,1.4
3955,Glenorchy School,3,2.6
3956,Gore Main School,13,11.98
3957,Gorge Road School,4,3.7
3961,Halfmoon Bay School,2,1.9
3963,Heddon Bush School,5,4
3964,Hedgehope School,3,3
3966,Invercargill Middle School,12,10.4
3967,Windsor North School,18,15.02
3969,Isla Bank School,2,1.1
3970,Kaiwera School (Closed),.,
3973,Knapdale School,4,2.66
3975,Limehills School,8,8
3977,Lochiel School,4,3.6
3979,Longford Intermediate,14,12.6
3980,Lumsden School,6,5.2
3981,Willowbank School,2,1.54
3982,Makarewa School,8,7.17
3984,Mararoa School,5,3.76
