school.id,school.name,telephone,fax,email,principal,website,street,suburb,city,postal.address.1,postal.address.2,postal.address.3,postal.code,urban.area,school.type,definition,authority,gender.students,territorial.authority,regional.council,moe.local.office,education.region,general.electorate,maori.electorate,census.area.unit,ward,longitude ,latitude,decile,total.roll,european,maori,pacific.island,asian,MELAA,other,international.students
1996,Tawera Bilingual School,07 3129187,,admin.tawera@tuhoe.com,Hiria Te Moana,,Ngahina Road,Ruatoki,Whakatane,Ngahina Road,RD 1,Whakatane,3191,Rural Area,Full Primary (Year 1-8),Bilingual School,State: Not integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Central North,East Coast,Waiariki,Urewera,Taneatua-Waimana Ward,176.985806,-38.15183,3,46,0,46,0,0,0,0,0
1998,Te Akau School,07 8254777,07 8254776,office@teakau.school.nz,Aroha Gaylor,http://www.schoolground.co.nz/teakau,Te Akau Road,,Te Akau,Te Akau Road,RD 1,Ngaruawahia,3793,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Te Akau,Whaingaroa Ward,174.873528,-37.668951,8,32,24,7,1,0,0,0,0
1999,Te Aroha Primary School,07 8848803,07 8848823,admin@tearohaprimary.school.nz,Kevin Johnson,http://www.tearohaprimary.school.nz,Jubilee Avenue,,Te Aroha,Jubilee Avenue,,Te Aroha,3320,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Te Aroha,Te Aroha Ward,175.709523,-37.537514,3,140,90,41,2,4,3,0,0
2001,Te Awamutu Intermediate,07 8716377,07 8702292,office@teawamutuint.school.nz,Dale Mccabe,http://www.teawamutu.net/intermediate/,646 Hazelmere Crescent,,Te Awamutu,PO Box 357,,Te Awamutu,3840,Main Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Hauraki-Waikato,Te Awamutu South,Te Awamutu Ward,175.332456,-38.017659,5,466,284,163,11,5,3,0,0
2002,Te Awamutu Primary School,07 8715378,07 8714957,office@taps.school.nz,Gareth Duncan,http://www.taps.school.nz,401 Teasdale Street,,Te Awamutu,401 Teasdale Street,,Te Awamutu,3800,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Hauraki-Waikato,Te Awamutu Central,Te Awamutu Ward,175.318598,-38.012081,5,490,291,155,20,14,8,2,0
2005,Te Kauwhata Primary School,07 8263564,07 8263850,office@tkp.school.nz,Vicki Saunders,http://www.tkp.school.nz,Wira Street,,Te Kauwhata,PO Box 46,,Te Kauwhata,3741,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Te Kauwhata,Whangamarino Ward,175.145214,-37.404182,5,248,135,89,13,8,3,0,0
2007,Te Kowhai School,07 8297860,07 8297598,admin@tekowhai.school.nz,Anthony Grey,http://www.tekowhai.school.nz,Horotiu Road,,Te Kowhai,Horotiu Road,RD 8,Hamilton,3288,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Hamilton West,Hauraki-Waikato,Te Kowhai,Newcastle Ward,175.153308,-37.739256,10,308,268,32,1,4,3,0,0
2008,Te Kuiti Primary School,07 8787746,07 8787745,admin@tekuiti.school.nz,Kenneth Miller,http://www.tekuiti.school.nz,Rora Street,,Te Kuiti,PO Box 252,,Te Kuiti,3941,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waitomo District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Te Tai Hauauru,Te Kuiti,Te Kuiti Ward,175.160794,-38.32873,2,345,144,166,15,12,7,1,0
2009,Te Mahoe School,07 3228210,07 3228210,,Andrew Dunseath,,842 Galatea Road,Lake Matahina,Whakatane,842 Galatea Road,RD 2,Whakatane,3192,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Central North,East Coast,Waiariki,Rotoma,Edgecumbe-Tarawera Ward,176.816057,-38.108696,1,43,1,42,0,0,0,0,0
2010,Te Mata School (Raglan),07 8256870,07 8258325,admin@temata.schoolzone.net.nz,Pamela Quirke,,778 Te Mata Road,,Raglan,778 Te Mata Road,RD 2,Raglan,3296,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Hauraki-Waikato,Te Uku,Raglan Ward,174.866975,-37.880335,5,76,59,14,2,0,0,1,0
2011,TKKM o Te Matai,07 5738470,07 5738417,tari@tematai.school.nz,Hine Anderson,,309 State Highway 2,Waitangi,Te Puke,PO Box 343,,Te Puke,3153,Rural Area,Full Primary (Year 1-8),Kura Kaupapa Maori,State: Not integrated,Co-Educational,Western Bay Of Plenty District,Bay of Plenty Region,Rotorua,Central North,Bay of Plenty,Waiariki,Rangiuru,Te Puke Ward,176.358989,-37.791647,2,51,1,50,0,0,0,0,0
2012,Te Miro School,07 8278146,07 8278186,office@temiro.school.nz,Charmaine Bartling,,443 Te Miro Road,Te Miro,Cambridge,443 Te Miro Road,RD 4,Cambridge,3496,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Karapiro,Maungatautari Ward,175.545022,-37.807096,10,68,56,11,0,1,0,0,0
2013,Te Pahu School,07 8259849,07 8259849,office@tepahu.school.nz,Aaron West,,671 Te Pahu Road,Te Pahu,Hamilton,671 Te Pahu Road,RD 5,Hamilton,3285,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Hauraki-Waikato,Te Pahu,Pirongia Ward,175.138887,-37.923785,9,114,106,5,0,2,0,1,0
2014,Te Poi School,07 8882704,,office@tepoi.school.nz,Linda Woolhouse,http://www.tepoi.school.nz,Stopford Road,Te Poi,Matamata,Stopford Road,RD 3,Matamata,3473,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Te Poi,Matamata Ward,175.847799,-37.870675,5,33,21,10,1,0,0,1,0
2015,Te Puke Intermediate,07 5739352,07 5739333,admin@tepukeint.school.nz,Jillian Weldon,http://www.tepuke-intermediate.school.nz,Cameron Road,,Te Puke,Cameron Road,,Te Puke,3119,Minor Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Western Bay Of Plenty District,Bay of Plenty Region,Rotorua,Central North,Bay of Plenty,Waiariki,Te Puke West,Te Puke Ward,176.315211,-37.796294,4,337,149,147,15,25,1,0,0
2016,Te Puke Primary School,07 5737434,07 5734285,,Brett Larsen,http://www.tepukeprimary.school.nz,Cameron Road,,Te Puke,Cameron Road,,Te Puke,3119,Minor Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Western Bay Of Plenty District,Bay of Plenty Region,Rotorua,Central North,Bay of Plenty,Waiariki,Te Puke West,Te Puke Ward,176.316098,-37.787568,3,264,112,100,26,24,2,0,0
2017,Te Puna School,07 5525715,07 5524514,admin@tepuna.school.nz,Neil Towersey,http://www.tepuna.school.nz,Te Puna Road,,Te Puna,Te Puna Road,RD 6,Tauranga,3176,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Western Bay Of Plenty District,Bay of Plenty Region,Rotorua,Central North,Bay of Plenty,Waiariki,Te Puna,Kaimai Ward,176.076653,-37.675627,8,224,113,106,3,2,0,0,0
2019,Te Ranga School,07 5738032,07 5736932,office@teranga.schoolzone.net.nz,Gary Veysi,http://www.teranga.school.nz,Te Matai Road,,Te Puke,1492 Te Matai Road,RD 8,Te Puke,3188,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Western Bay Of Plenty District,Bay of Plenty Region,Rotorua,Central North,Rotorua,Waiariki,Rangiuru,Maketu Ward,176.272418,-37.904324,5,95,51,26,2,5,1,10,0
2020,Te Rapa School,07 8492232,07 8509280,admin@terapa.school.nz,Vaughan Franklin,http://www.terapa.school.nz,61 Ashurst Avenue,Te Rapa,Hamilton,PO Box 10280,Te Rapa,Hamilton,3241,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Central North,Hamilton West,Hauraki-Waikato,Pukete West,West Ward,175.236008,-37.739371,8,544,364,129,18,17,13,3,0
2021,Te Rerenga School,07 8664096,07 8664073,admin@tererenga.school.nz,Sharon WILLIAMS,,1229 Whangapoua Road,,Te Rerenga,Whangapoua Road,RD 2,Coromandel,3582,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Te Rerenga,Coromandel Peninsula East Ward,175.596604,-36.754557,5,59,50,6,1,2,0,0,0
2023,Te Kura o Te Teko,07 3228442,07 3228980,admin@teteko.school.nz,Anthony Holland,,Te Teko Highway,,Te Teko,PO Box 5,,Te Teko,3167,Rural Area,Full Primary (Year 1-8),Bilingual School,State: Not integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Central North,East Coast,Waiariki,Te Teko,Edgecumbe-Tarawera Ward,176.797487,-38.034167,1,139,0,138,1,0,0,0,0
2024,Te Uku School,07 8255815,07 8255835,office@teuku.schoolzone.net.nz,Rachel Allan,http://www.teuku.schoolzone.net.nz,3436 State Highway 23,Raglan,Te Uku,Te Uku Store PDC,,Te Uku,3266,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Te Uku,Raglan Ward,174.957122,-37.827996,5,160,99,54,0,2,4,1,0
2025,Te Waotu School,07 8832815,07 8832891,principal@tewaotu.school.nz,Bruce Darroch,http://www.tewaotu.school.nz,1274 Waotu Road,,Putaruru,1274 Waotu Road,RD 1,Putaruru,3481,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Central North,Taupo,Te Tai Hauauru,Arapuni,Putaruru Ward,175.689512,-38.14422,8,137,109,23,2,0,1,2,0
2027,Thames South School,07 8686594,07 8686170,office@thamessouth.school.nz,Michael Lander,http://www.thamessouth.school.nz,Grey Street,,Thames,Grey Street,,Thames,3500,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Thames-Coromandel District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Parawai,Thames Ward,175.548238,-37.144552,3,210,70,119,4,9,1,2,5
2028,Thornton School,07 3049308,07 3049308,admin@thornton.school.nz,Shelley Bremner,,Eastbank Road,Thornton,Whakatane,East Bank Road,RD 3,Whakatane,3193,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Central North,East Coast,Waiariki,Otakiri,Edgecumbe-Tarawera Ward,176.863267,-37.925306,5,106,77,29,0,0,0,0,0
2031,Tirau Primary School,07 8831653,07 8831269,office@tirau.school.nz,Hamish Fenemor,,69 Main Road,,Tirau,69 Main Road,,Tirau,3410,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Central North,Taupo,Te Tai Hauauru,Tirau,Tirau Ward,175.75526,-37.975534,5,91,59,26,1,1,3,1,0
2032,Tirohanga School,07 3339353,07 3339012,office@tirohanga.school.nz,Donna Andrews,,Tirohanga Road,,Atiamuri,851 Tirohanga Road,RD 1,Atiamuri,3078,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Taupo District,Waikato Region,Rotorua,Central North,Taupo,Te Tai Hauauru,Marotiri,Mangakino-Pouakani Ward,175.910003,-38.469002,6,25,13,12,0,0,0,0,0
2033,Tirohia School,07 8627086,07 8627086,office@tirohia.school.nz,Bronwyn Johnson-Thoms,,State Highway 26,,Tirohia,State Highway 26,RD 3,Paeroa,3673,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Ohinemuri,Paeroa Ward,175.648369,-37.431481,3,50,33,17,0,0,0,0,0
2035,Tokoroa Central School,07 8866780,07 8866780,jeanette@tokoroacentral.school.nz,Tina-Maree Hooper,,Clyde Street,,Tokoroa,PO Box 643,,Tokoroa,3444,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Central North,Taupo,Te Tai Hauauru,Stanley Park,Tokoroa Ward,175.864786,-38.22113,1,75,7,43,23,1,1,0,0
2037,Tokoroa Intermediate,07 8867687,07 8862362,office@tokoroa.school.nz,Russell Thompson,http://www.tokoroa.school.nz,Elizabeth Drive,,Tokoroa,Private Bag,,Tokoroa,3444,Secondary Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Central North,Taupo,Te Tai Hauauru,Matarawa,Tokoroa Ward,175.85911,-38.227667,2,329,86,171,57,11,2,2,0
2038,Tokoroa North School,07 8869169,07 8869009,principal@tokoroanorth.schoolzone.net.nz,Stephen Blair,http://www.tokoroanorth.school.nz/,29 Paraonui Road,,Tokoroa,29 Paraonui Road,,Tokoroa,3420,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Central North,Taupo,Te Tai Hauauru,Paraonui,Tokoroa Ward,175.853784,-38.212791,4,438,167,211,31,25,4,0,0
2040,Turaki School,07 8957651,07 8957653,admin1@turakiprimary.school.nz,Richard Sheterline,http://www.turakiprimary.school.nz,Tumoana Street,,Taumarunui,Tumoana Street,,Taumarunui,3920,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Ruapehu District,Manawatu-Wanganui Region,Hamilton,Central North,Rangitikei,Te Tai Hauauru,Taumarunui Central,Taumarunui Ward,175.268314,-38.88624,2,287,149,128,3,7,0,0,0
2043,Turua Primary School,07 8675003,07 8675446,admin@turua.school.nz,Tracey Fisher,,Hauraki Road,Turua,Thames,Hauraki Road,RD 4,Thames,3574,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Turua,Plains Ward,175.568884,-37.242147,7,87,53,29,4,0,1,0,0
2044,Upper Atiamuri School,07 3332257,07 3331704,office@upperatiamuri.school.nz,Stephanie Whyte,,2613 State Highway 30,,Atiamuri,State Highway 30,RD 1,Atiamuri,3078,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Rotorua District,Waikato Region,Rotorua,Central North,Rotorua,Waiariki,Ngakuru,South Ward,176.068019,-38.332935,5,32,17,15,0,0,0,0,0
2045,Vardon School,07 8492451,07 8490427,secretary@vardon.school.nz,Marcus Freke,http://www.vardon.school.nz,36 Cunningham Road,Beerescourt,Hamilton,36 Cunningham Road,Beerescourt,Hamilton,3200,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Central North,Hamilton West,Hauraki-Waikato,Bryant,West Ward,175.256943,-37.76333,4,285,135,107,7,29,5,2,0
2046,Waerenga School,07 8267871,07 8267831,admin@waerengaschool.co.nz,Wilhelmus Rosendaal,http://www.waerengaschool.co.nz,Taniwha Road,Waerenga,Te Kauwhata,Taniwha Road,RD 1,Te Kauwhata,3781,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Waerenga,Hukanui-Waerenga Ward,175.266424,-37.371697,8,86,74,9,0,2,0,1,0
2047,Te Kura o Waharoa,07 8887550,07 8884266,waharoa@tekuraowaharoa.schoolzone.net.nz,T MCGRAIL,,32 Ward Street,,Waharoa,PO Box 34,,Waharoa,3441,Rural Area,Contributing (Year 1-6),Bilingual Year 7-8 School,State: Not integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Waharoa,Matamata Ward,175.754709,-37.759991,1,25,1,24,0,0,0,0,0
2048,Waihi Beach School,07 8635704,07 8635705,admin@waihibeach.school.nz,Michael Tilyard,,Beach Road,,Waihi Beach,Beach Road,,Waihi Beach,3611,Minor Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Western Bay Of Plenty District,Bay of Plenty Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Waihi Beach,Waihi Beach Ward,175.938472,-37.4059,6,240,177,56,1,3,2,1,0
2049,Waihi East School,07 8638693,07 8638671,secretary@waihi-east.school.nz,Emily Hargreaves,http://www.waihieast.school.nz,Donnelly Street,,Waihi,Donnelly Street,,Waihi,3610,Minor Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Waihi,Waihi Ward,175.856195,-37.38181,3,150,95,48,5,2,0,0,0
2050,Waihi Central School,07 8638709,07 8639025,admin@waihicentral.school.nz,Simon Drewery,http://www.waihicentral.school.nz,Moresby Avenue,,Waihi,Moresby Avenue,,Waihi,3610,Minor Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Waihi,Waihi Ward,175.838742,-37.389942,2,173,82,80,6,5,0,0,0
2052,Waikaretu School,09 2333014,09 2333017,waikaretuschool@gmail.com,Cherie Grant,,Rapid 1448 Waikaretu Valley Road,Waikaretu,Tuakau,1448 Waikaretu Valley Road,RD 5,Tuakau,2695,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Auckland South,Northern,Waikato,Hauraki-Waikato,Onewhero,Onewhero Ward,174.832107,-37.543403,6,17,9,8,0,0,0,0,0
2054,Waikino School,07 8637733,07 8637737,office@waikino.school.nz,Jennifer Cochrane,http://www.waikino.school.nz/,R D 2 Abbots Road,,Waikino,Abbott Road,RD 2,Waihi,3682,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Ohinemuri,Waihi Ward,175.770543,-37.409489,3,45,37,4,2,1,1,0,0
2055,Waikite Valley School,07 3331888,07 3331782,linda@waikitevalley.school.nz,Wendy Leong,,Waikite Valley Road,Waikite Valley,Rotorua,Waikite Valley Road,RD 1,Rotorua,3077,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Rotorua District,Waikato Region,Rotorua,Central North,Rotorua,Waiariki,Ngakuru,South Ward,176.256766,-38.341888,10,63,47,14,1,0,0,1,0
2057,Waimana School,07 3123021,07 3123 025,admin@waimana.schoolzone.net.nz,Helen Te Wara,,6 Raroa Road,,Waimana,6 Raroa Road,RD 1,Waimana,3196,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Central North,East Coast,Waiariki,Waimana,Taneatua-Waimana Ward,177.072245,-38.143063,1,51,0,49,2,0,0,0,0
2058,Waimata School,07 8638020,07 8638028,waimata.school@xtra.co.nz,Iris Ballantyne,http://www.waimata.school.nz,9780 Tauranga Road (SH2),,Waihi,9780 State Highway 2,RD 1,Waihi,3681,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Ohinemuri,Waihi Ward,175.869625,-37.426792,4,47,31,14,1,1,0,0,0
2060,Waingaro School,07 8254714,07 8254713,office@waingaro.school.nz,Allison Graves,,Waingaro Road,,Ngaruawahia,Waingaro Road,RD 1,Ngaruawahia,3793,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Te Akau,Whaingaroa Ward,174.969128,-37.675459,9,37,26,9,1,0,0,1,0
2061,TKKM o Waioweka,07 3157722,07 3157791,waioweka@ihug.co.nz,Anita Kurei,,48 Waioeka Pa Road,,Opotiki,48 Waioeka Pa Road,RD 1,Opotiki,3197,Rural Area,Full Primary (Year 1-8),Kura Kaupapa Maori,State: Not integrated,Co-Educational,Opotiki District,Bay of Plenty Region,Rotorua,Central North,East Coast,Waiariki,Oponae,Waioeka-Waiotahi Ward,177.294312,-38.083809,1,46,0,46,0,0,0,0,0
2062,Te Kura Maori-a-Rohe o Waiohau,07 3228251,07 3228006,accounts@waiohau.schoolzone.net.nz,Annie Hare,,"2481 Galatea Road, RD 2",Waiohau,Whakatane,2481 Galatea Road,RD 2,Whakatane,3192,Rural Area,Composite (Year 1-15),Kura Kaupapa Maori,State: Not integrated,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Central North,Rotorua,Waiariki,Matahina-Minginui,Galatea-Murupara Ward,176.841681,-38.224277,1,34,0,34,0,0,0,0,0
2063,Waiotahe Valley School,07 3154712,07 3154629,admin@waiotahe.schoolzone.net.nz,Patrick Carrington,http://www.waiotahevalleyschool.co.nz,Gabriels Gully Road,,Opotiki,Gabriels Gully Road,RD 2,Opotiki,3198,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Opotiki District,Bay of Plenty Region,Rotorua,Central North,East Coast,Waiariki,Waiotahi,Waioeka-Waiotahi Ward,177.192308,-38.026379,3,84,35,46,1,0,1,1,0
2064,Waipa School,07 8248228,07 8248228,office@waipa.school.nz,Stephen Thackray,,Kia Toa Street,,Ngaruawahia,Kia Toa Street,,Ngaruawahia,3720,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Ngaruawahia,Ngaruawahia Ward,175.149706,-37.675997,2,351,62,280,5,4,0,0,0
2065,Waipahihi School,07 3786455,07 3783764,admin@waipahihi.school.nz,Helen Malcolm,http://www.waipahihi.school.nz,20 Parata Street,Waipahihi,Taupo,20 Parata Street,Two Mile Bay,Taupo,3330,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Taupo District,Waikato Region,Rotorua,Central North,Taupo,Waiariki,Richmond Heights,Taupo-Kaingaroa Ward,176.087085,-38.717502,8,510,340,139,3,19,4,4,1
2066,Wairakei School,07 3748035,07 3748689,info@wairakei.school.nz,Paula Farquhar,http://www.wairakei.school.nz/,Wairakei Village,Wairakei,Taupo,Kauri Drive,Wairakei,Taupo,3332,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Taupo District,Waikato Region,Rotorua,Central North,Taupo,Waiariki,Wairakei-Aratiatia,Taupo-Kaingaroa Ward,176.101451,-38.619067,5,212,151,54,1,3,0,3,0
2068,Te Kura o Waitahanui,07 3784511,07 3784511,,Meriana Taputu-Pearson,,RD 2,Waitahanui,Taupo,State Highway 1 RD 2,Waitahanui,Taupo,3378,Rural Area,Contributing (Year 1-6),Bilingual School,State: Not integrated,Co-Educational,Taupo District,Waikato Region,Rotorua,Central North,Taupo,Waiariki,Iwitahi,Taupo-Kaingaroa Ward,176.076764,-38.787748,2,28,0,28,0,0,0,0,0
2069,Waitakaruru School,07 8673155,07 8673157,admin@waitakaruru.school.nz,Jade Tawhiti,http://www.waitakaruru.school.nz,"Canal West Road, RD 6",,Thames,Canal West Road,RD 6,Thames,3576,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Hauraki Plains,Plains Ward,175.393113,-37.236173,5,58,32,23,0,0,0,3,0
2070,Waiterimu School,07 8285806,07 8285806,,Jean Henry,,166 Waiu Road,,Waiterimu,166 Waiu Road,RD 4,Ohinewai,3784,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Waerenga,Hukanui-Waerenga Ward,175.274338,-37.473907,8,15,10,5,0,0,0,0,0
2071,Waitetuna School,07 8255827,07 8255027,office@waitetuna.school.nz,Joanne Reiri,http://www.waitetuna.school.nz,"129 Waitetuna Valley Road, RD 1",,Raglan,129 Waitetuna Valley Road,RD 1,Raglan,3295,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Hauraki-Waikato,Te Uku,Whaingaroa Ward,175.030861,-37.846578,6,57,52,5,0,0,0,0,0
2072,Waitoa School,07 8896814,07 8896819,office@waitoa.schoolzone.net.nz,Katherine Daly,,Main Road,,Waitoa,3944 State Highway 26,,Waitoa,3310,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Waitoa,Te Aroha Ward,175.637302,-37.59618,3,27,19,6,0,1,1,0,0
2073,Waitomo Caves School,07 8787534,07 8787219,office@waitomocaves.school.nz,Tamae Dimond,http://www.waitomocavesschool.wikispaces.com,Hotel Access Road,,Waitomo Caves,Counter Box 49,Waitomo Caves,Waikato,3943,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Waitomo District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Te Tai Hauauru,Marokopa,Waitomo Rural Ward,175.109579,-38.261395,5,44,15,28,1,0,0,0,0
2074,Walton School,07 8883817,07 8883815,office@walton.school.nz,Robert Marlow,http://www.walton.school.nz,Main Road,,Walton,Main Road,RD 1,Walton,3475,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Waihou-Walton,Matamata Ward,175.698217,-37.73334,9,112,92,16,0,2,2,0,0
2075,Wairere School,07 8880854,07 8880856,office@wairere.school.nz,Judith Buckley,,Wardville Road,Wardville,Waharoa,411 Wardville Road,RD 1,Waharoa,3474,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Waihou-Walton,Matamata Ward,175.778813,-37.723331,6,50,24,19,0,5,0,2,0
2076,Welcome Bay School,07 5441113,07 5441104,office@welcomebay.school.nz,Nicholas House,http://www.welcomebay.school.nz,309 Welcome Bay Road,Welcome Bay,Tauranga,309 Welcome Bay Road,Welcome Bay,Tauranga,3112,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Central North,Bay of Plenty,Waiariki,Welcome Bay East,Te Papa-Welcome Bay Ward,176.196517,-37.727433,4,270,107,147,11,3,2,0,0
